name,chords
Nowhere Man,"Em,Gm,D,D,A,G,D,Em,Gm,D,F#m,G,F#m,G,F#m,Em7,A7,F#m,Am,E,E,B,A,E,F#m,Am,E,G#m,A,G#m,A,G#m,F#m,A,B"
Now And Then,"Am,Em,Am,F,E,Am,Am,Em,Am,Em,Am,F,E,Am,Am,Am,Em,Am,Em,Am,F,E,Am,Am,Am,F#m,E,F#m,E,Abm,D,Abm,C,B,B7,G,Bm,Em,Am,D,Am,D,D7,Am,Em,Am,Em,Am,F,E,Am,Am,Am,F#m,E,F#m,E,Abm,D,Abm,C,B,B7"
Not Guilty,"Em,Am,B7,Em,B7,E,E,E7,Am,B7,Em,B7,Em,Em/D,E,E7,Am7/G,Em7,Em6,Em,Em7,Am,B7,Em,B7,Em,Em/D,E,E7,Am7/G,Em7,Em6,Em,Em7,Am,Em7,Em6,Em,Am,B7,Em,B7,E,E,E7,Am,B7,Em,B7,Em,Em/D,E,E7,Am7/G,Em7,Em6,Em,Em7,Am,Em7,Em6,Em,Em,Am"
Not A Second Time,"G,Em,G,Em,D,G,D7,G,Em,G,Em,D,Am7,D7,Am7,Bm7,G,Em,Am,Bm,D7,Em,Am7,Bm7,G,Em,Am,Bm,D7,Em,G,Em,G,Em,D,G,D7,G,Em,G,Em,D,Am7,D7,Am7,Bm7,G,Em,Am,Bm,D7,Em,G,Em,G,Em,G,Em"
Norwegian Wood,"E,A,B,E,D,E,E,B,E,A,E,E,D,E,Em,A,Em,B,Em,Gbm,B,E,D,E,E,B,E,D,E,E,D,D,E,Em,A,A7,Em,B,A,Em,Gbm,B,E,D,E,E,B,E,D,E"
Nobody I Know,"G7,C"
No Reply,"C,C,D7,G6,C,D7,G,Em,Bm,Cmaj7,Bm,Am7,D7,G,C,D7,G6,C,D7,G,Em,Bm,Cmaj7,Bm,Am7,D7,G,G,B7,E,Am,C,G,G,B7,E,Am,C,G,Em,Bm,Cmaj7,C,D7,G6,G,Em,Bm,Cmaj7,Am7,B7"
My Bonnie,"E,A,E,E,F#m,B7,E,A,E,A,B7,E,B7,D,G,C,G,G,A,D,D7,G,C,G,D,Em,C,D,G,G,G7,C,C7,D,D7,C,G,G,G7,C,C7,D,C,G,C,G,G,G7,C,C7,G,D,C,G,D,G,G7,C,C7,G,D,C,G,D,G,C,G,G,A,D,D7,G,C,G,D,Em,C,D,G,G,G7,C,C7,D,D7,C,G,G,G7,C,C7,D,C,G,C,D7,G"
Mr Moonlight,"G,C,G,Em,C,G,C,G,E,A,D,G,G,G,G,G,C,G,E,A,D,G,C,G,E,A,D,G,G,G,G,G,G,G,C,G,E,A,D,G"
Mother Natures Son,"D,Dsus4,D,Bm,E,A,D,Dm,G,D,D,Dsus4,D,Bm,E,A,D,Dm,G,D,D,G,D,D,G,D,Dmaj7,D7,G,Gm,D,D,Dsus4,D,Bm,E,A,D,Dm,G,D,D,G,D,D,G,D,Dmaj7,D7,G,Gm,D,D,Dsus4,D,Bm,E,A,D,Dm,G,D,D,Dm,G,D7"
Money Thats What I Want,"B5,E5,A5,E5,B5,A5,E5,B5,A5,E5,A5,E5,B5,E5,A5,E5,B5,A5,E5,B5,A5,E5,A5,E5,B5,B5,E5,A5,E5,B5,A5,E5,B5,A5,E5,A5,E5,B5,E5,B5,A5"
Money,"E7,B7,E7,A7,E7,B7,A7,E7,B7,E7,B7,E7,A7,E7,B7,A7,E7,B7,E7,B7,E7,A7,E7,B7,A7,E7,B7,E7,B7,E7,E7,A7,E7,B7,A7,E7,B7,E7,D7,B7,A7,A7,G7"
Mister Moonlight,"D,D,G,D,Bm,G,D,G,D,B7,E,A,D,D,G,D,G,D,G,D,B7,E,A,D,G,D,B7,E,A,D,G,D"
Misery,"F,G,C,Am,G,C,F,C,F,F,G,C,Am,G,C,F,C,F,F,G,C,Am,C,Am,G,G7,C,F,C,F,F,G,C,Am,C,Am,G,G7,C,F,C,F,F,G,C,Am,C,Am,C,C,Am"
She Said,"B,A,G,D,A,G,D,Em,A7,D,A7,D"
She Loves You,"Em,A7,C,G6,G,Em,Bm,D,G,Em,Bm,D,G,Em,Cm,D,G,Em,Bm,D,G,Em,Bm,D,G,Em,Cm,D,Em,A7,Cm,D,G,G,Em,Bm,D,G,Em,Bm,D,G,Em,Cm,D,Em,A7,Cm,D,G,G/F#,Em,Cm,D7,G,G/F#,Em,Cm,D,G,G/F#,Em6,C,G6"
She Love You,"Em,A7,C,G6,G,Em,Bm,D7,G,Em,Bm,D7,G,Em,Em,G,Em,Cm,D7,G,Em,Bm,D7,G,Em,Bm,D7,G,Em,Em,G,Em,Cm,D7,Em,A7,Cm,D7,G,G,Em,Bm,D7,G,Em,Bm,D7,G,Em,Em,G,Em,Cm,D7,Em,A7,Cm,D7,G,Em,Cm,D7,G,Em,Cm,D7,G,Em,C,Cmaj7,G6"
She Came In Through The Bathroom Window,"A,D,A,D,A,D,A,Dm,A,Dm,G7,C,C/B,G7,C,A,D,A,D,A,D,A,D,A,D,A,D,A,Dm,A,Dm,G7,C,C/B,G7,C,A"
Sgt Peppers Lonely Hearts Club Band Reprise,"E,E,G,A,E,A,E,G,A,E,F#,B,A,E,F#7,C#,F#,A,B,F#,B,F#,A,B,F#,G#m,C#,B,F#,G#7,B,F#,A,B,F#"
Sgt Peppers Lonely Hearts Club Band,"E,G,D,B7,A7,E,G,D,E,E,G,D,E,B7,A7,E,G,D,E,E,G,D,E,A7,E,E,G,D,E,A7,B7,A7,E,B7,A7,B7,E,E,A7,E,B7,A7,A7,A7,E,G,D,E,E,G,D,E,B7,A7,E,G,D,E"
Sexy Sadie,"G,F#,Am,C,F,Bm,D,A#m,G#7,Bm,G,C,D,G,F#,F,D,G,F#,Bm,C,D,G,F#,C,D,G,F#,F,D,G,F#,Bm,C,D,G,F#,C,D,G,F#,Fmaj7,D,G,G,Am7,Bm7,Cmaj7,G,Am7,Bm7,Cmaj7,A7,G#7,G,G,F#,A#m,C,D,G,F#,C,D,G,F#,F,D,G,F#,A#m,C,D,G,F#,C,D,G,F#,F,D,G,F#,A#m,C,D,G,F#,F,D"
September In The Rain,"Ab6,Ab,Bbm,Bbm,Bbdim,Bbm,Eb7,Ab,Ab,Bbm,Bbm,Bbdim,Bbm,Eb7,Ab,Bbm,Eb7,Bbm,Eb7,Ab6,Cm,F,Cm,F,Bb7,Eb7,Ab,Ab,Bbm,Bbm,Bbdim,Bbm,Eb7,Ab,Bbm,Eb7,Bbm,Eb7,Ab,Abmaj7,Ab6,Ab,Cm,F,Cm,F,Bb7,E9,E9,A,A,Bm,Bm,Bdim,Bm,E,A,A,Ab,G,F#,F#,B7,E,A,A6,A,Cdim7,Ebdim7,Gbdim7,A,D,Ebdim7,E,A,A6,G6,G,Am,Am,Adim,Am,D7,G,G,Am,Am,Adim,Am,D7,G,Am,D7,Am,D7,G6,Bm,E7,Bm,E7,A7,D7,G,G,Am,Am,Adim,Am,D7,G,Am,D7,Am,D7,G,Gmaj7,G6,G,Bm,E7,Bm,E7,A7,D9,D9,G,G,Am,Am,Adim,Am,D7,G,G,Gb,F,E,E,A7,D,G6,G6,G,Bbdim7,Dbdim7,Edim7,G,C,Bbdim7,D7,G,G6"
Searchin,"C,C,F,C,G7,F,C,C,C7,F,C,G7,F,C,C,C7,C,G7,F,C"
Savoy Truffle,"E7,F#,A,G,B,Em,C/E,Em6,C/E,C,G,E7,F#,A,G,B,Em,C/E,Em6,C/E,C,G,Em,A,Asus,A,G,B,Em,A,Asus,A,G,B,Em,C/E,Em6,C/E,C,G,Em,A,Asus,A,G,B,Em,A,Asus,A,B,E7,F#,A,G,B,Em,C/E,Em6,C/E,C,G,Em,C/E,Em6,C/E,C,G"
Run For Your Life,"D,Bm,D,Bm,E,Bm,E,Bm,G,F#,Bm,D,D,Bm,D,Bm,D,Bm,D,Bm,E,Bm,E,Bm,G,F#,Bm,D,D,Bm,D,Bm,E,Bm,E,Bm,G,F#,Bm,D"
Roll Over Beethoven,"E,E,A,E,B,E,E,E,E,A,A,E,E,B"
Rocky Raccoon,"Am7,Am7,D7sus4,D7,G7,C,C/B,Am7,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C/B,Am7,D7sus4,D7,G7,C,C"
Rock And Roll Music,"E7,A7,D7,A7,E7,A7,E7,A7,E7,A7,D7,E7,E7,A7,D7,A7,E7,A7,E7,A7,E7,A7,D7,E7,E7,A7,D7,A7,E7,A7,E7,A7,E7,A7,D7,E7,E7,A7,D7,A7,E7,A7,E7,A7,E7,A7,D7,E7,E7,A7,D7,A7,E7,A7,E7,A7"
Revolution 1,"A,Bm,D,D/A,E,F#,A,G,A,D,D,A,A,D,A,E,Bm,E,Bm,A,G,F#,E,A,D/A,A,D/A,A,D/A,A,D,D,A,A,D,D,E,Bm,Bm,Bm,A,G,F#,E,A,D/A,A,D/A,A,D/A,A,D,D,A,A,D,D,E,Bm,E,Bm,A,G,F#,E,A,D/A,A,D/A,A,D/A,A,D/A"
Revolution,"C,F,C,F,G7,Dm,G6,Dm,Bb,C,A,G11,C,F6,C,F6,C,F6,C,F6,G11,C,G11,C"
Real Love,"Cm,C,Am,F,Fm6,G,Em,Gaug,Dm,A,Cm,G,Cm,G,C,Em,Am,Gaug,F,Dm,G,C,F,C,F,C,Em,Am,Gaug,F,Dm,G,C,F,C,F,C,Fm6,C,Fm6,C,Am,F,G,C,Am,F,G,Cm,G,Cm,G,C,Em,Am,Gaug,F,Dm,G,C,F,C,F,C,Fm6,C,Fm6,C,Am,F,G,C,Am,F,G,Dm,A,Dm,Gaug,G,C,Em,Am,Gaug,F,Dm,G,C,F,C,F,C,Fm6,C,Fm6,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C,Am,F,G,C"
Rain,"G,C,D,G,C,D,G,C,G,C,D,G,C,D,G,C,G,C9,G,C9,G,C,C9,D,G,G,G,C,D,G,C,D,G,C,G,C,D,G,C,D,G,C,G,G,C,G,G,C,G"
Rab,"D,A"
Ps I Love You,"G,C#7,D,G,C#7,D,G,C#7,D,D,A7,D,D,Em,D,A,A7,Bm,D,A7,Bb,Bb,C,D,G,D,G,D,G,D,D,A7,D,D,Em,D,Bb,C,D"
Polythene Pam,"D,A,E,D,A,E,D,A,E,G,B7,C,D,E,C,D,E,D,A,E,D,A,E,D,A,E,G,B7,C,D,E,C,D,E,D,A,E"
Please Please Me,"E,A,G,A,B,F#m,C#m,B,C,E,E,A,E,G,A,B,E,A,E,A,F#m,C#m,A,E,A,B,E,A,B,E,A,E,G,A,B,E,A,E,A,F#m,C#m,A,E,A,B,E,A,B,E,A,B,E,A,B,E,E,A,E,G,A,B,E,A,E,A,F#m,C#m,A,E,A,B,E,A,B,E,A,B,E,G,C,B,E"
Please Mr Postman,"F#m,F#m,A,F#m,D,E,A,F#m,D,E,A,F#m,D,E,A,F#m,D,E,A,F#m,D,E,A,F#m,D,E,A,F#m,D,E,A,F#m,D,E,A,F#m,D,E"
Please Mister Postman,"A,F#m,A,F#m,D,E,A,F#m,D,E,A,F#m,D,E,A,F#m,D,E"
Please Dont Bring Your Banjo Back,"C,F,C,F,G,C,F,E,F,C,G,C,F,C,G,C,F,C,G,C,F,C,G,C"
Piggies,"F,C7,F,C,F,C7,Dm,G,Dm7,G7,C7,Bb,Cdim,C,F,C7,F,C,F,C7,Dm,G,Dm7,G7,C7,Bb,Cdim,C,Gm,A7,Bb,C,Gm,A7,Bb,C,F,C7,F,C,F,C7,Dm,G,Dm7,G7,C7,Bb,Cdim,C,G,D7,G,D,G,D7,Em,A,Em7,A7,D,Em7,Fdim,D/F#,G,D,G,D,G,D7,G,D,G,D7,Em,A,Em7,A7,D,Em7,Fdim,D/F#,G,D,G,B,Am,B7,C,D,Am,B7,C,D,D7,G,D7,G,D,G,D7,Em,A,Em7,A7,D,Em7,Fdim,D/F#,G,D,Gm,D,Gm,D,A7,D,Ab,Eb"
The Long And,"Cm,Gm,Ab,Bb,Eb,EB,Db,Ab,Eb/G,Cm7,Fm7,Bb7"
The Inner Light,"A,A,A7,D,A,A7,D,A,A7,D,A,A7,D,D,A,A7,D,A,A,A,A7,D,A,A7,D,A,A7,D,A,A7,D,D,A,A7,D,A,A,A"
The Honeymoon Song,"E,A,E,E,A6,E,E,B6,E,A6,E6,A,E,A,E,A,E,C#m,G#m,C#m,G#m,B7,E,A6,E,A,B,A,G#m,F#m,C#m,F#m,B,E,E,A6,E6,E6,B6,E,A6,E,A,B,A,G#m,F#m,C#m,F#m,B7,E,F#m,B,E,F#m,B7,E,E,A,B,E,E,E6,E6,E6"
The Hippy Hippy Shake,"A,E,A,B,E,A,E,B,A,C,E,B,E,A,E,B,A,C,E,B,E,A,E,B,A,E,B,E,A,E,B,A,C,E,C,E,C,E"
The Fool On The Hill,"D,Em,D,Em,Em,A,D,Bm,Em,A,Dm,Bb,C,Dm,D,Em,D,Em,Em,A,D,Bm,Em,A,Dm,Bb,C,Dm,D,Em,D,Em,Em,A,D,Bm,Em,A,Dm,Bb,C,Dm,Em,A,D,Bm,Em,A,Dm,Bb,C,Dm"
The End,"A,D,B,E,A,D,A,A,D,B,E,A/C#,B/F#,A7,D7,A7,D7,A7,D7,A7,D7,A7,D7,A7,D7,A7,D7,A7,D7,A7,D7,A7,D7,A7,D7,A7,D7,A7,D7,A7,A,A,G,F,Dm,G,C,D/C,Eb/C,F/C,C"
The Continuing Story Of Bungalow Bill,"C,G,C,Fm,C,Fm,G,A,E7,A,D,A,D,E7,Am,C,F,G,Am,C,F,G,E,G,Am,Fm,C,G7,C,Fm,C,Fm,G,A,E7,A,D,A,D,E,Am,Am/C,F,G,Am,Am/C,F,G,E,G,Am,Fm"
The Ballad Of John And Yoko,"E,E7,A,E,E7,A,E,B7,E,A,B7,B,E"
Thats All Right Mama,"A,A,A7,D7,E7,A,A,A,A7,D7,E7,A,A,A7,D,E,A,A,A,A7,D7,E7,A,A,A,A7,D7,E7,A,A,A7,D,E,A,A,D7,E7,A,E7,A"
That Means A Lot,"E,E,Am,E,Am,F#m7,B,G,Am,G,F#m7,B,E,A,B,E,Am,E,Am,F#m7,B,G,Am,G,F#m7,B,E,A,B,E,C#m,E,B,C#m,G#m,E,Am,E,Am,F#m7,B,G,Am,G,F#m7,B,E,A,B,E,C#m,E,C#m,E,C#m"
Thank You Girl,"D,D7,D,D7,A,E,A,E,Amaj7,E,A,A,E,A,E,Amaj7,E,A,D,A7,D,E,A,E,A,E,Amaj7,E,A,A,E,A,E,Amaj7,E,A,D,A7,D,E,D,A,E,E,E7,D7,A7,D,A7,D,E,D,D7,D,D7,A,E,A,E,Amaj7,E,A,A,E,A,E,Amaj7,E,A,D,A7,D,E,D,D7,D,D7,A,D,A,D,D,D7,A,D,A,D,D,D7,A,D,A,D,A"
Tell Me Why,"G7,C,Am,Dm7,G7,Dm7,C,Am,Dm7,G7,C,Am,Dm7,G7,Dm7,C,G7,C,Am,Dm7,G7,C,Am,Dm7,G7,C,Am,Dm7,G7,Dm7,C,Am,Dm7,G7,C,Am,Dm7,G7,Dm7,C,G7,C,Am,Dm7,G7,C,Am,Dm7,G7,C,Am,Dm7,G7,Dm7,C,Am,Dm7,G7,C,Am,Dm7,G7,Dm7,C,C7,F7,G7,Am,Dm,G7,C,G7,C,Am,Dm7,G7,Dm7,C,Am,Dm7,G7,C,Am,Dm7,G7,Am,Ab,G7,C"
Tell Me What You See,"G,C,G,G,C,G,C,G,C,G,C,G,C,G,G,C,C,G,D,G,G,C,C,G,D,G"
Teddy Boy,"D,D,A,Am,Em,G,A,D,A,Am,Em,G,A,A,B7,C#7,F#,F#,C#,C#m,G#m,B7,C#7,F#,B7,E,A,F#,B7,E,D,F#,B7,E,A,F#,B7,E,D,D,A,Am,Em,G,A,D,A,Am,Em,G,A,A,B7,C#7"
Taxman,"D7,D7,D7,D7,C7,D7,D,C,D,C,D,C,D,F,D7,C7,D7,D7#9,G7#9"
Taking A Trip To Carolina,"A,A,D,A,E,A,D,A,E,A,D,E"
Take Good Care Of My Baby,"G,Em,C,D,G,Gaug,C,D,G,Em,C,D,G,Em,C,D,G,Gaug,C,Cm,G,Em,C,D,G,Em,C,D,G,Em,C,D,G,Gaug,C,Cm,G,C,D,G,G7,C,D,G,Em,C,D,Bm,Em,Am7,D,G,Em,C,D,G,Em,C,D,G,Gaug,C,Cm,G,Em,C,D,G,G#,Fm,C#,D#,G#,Fm,C#,D#,G#,Eaug,C#,C#m,G#,Fm,C#,D#,G#,G#,Fm,C#,D#,G#,Fm,C#,D#,G#,Fm,C#,D#,A,Dm,A,A7"
Sweet Little Sixteen,"A7,D7,A7,D7,G7,D7,A7,D7,A7,D7,A7,D7,G7,D7,A7,D7,G7,D7,A7,D7,G7,D7,A7,D7,A7,D7,A7,D7,G7,D7,A7,D7,A7,D7,A7,D7,G7,D7,A7,D7,A7,D7,A7,D7,G7,D7,A7,D7,D"
Suzy Parker,"E,A,A7,E,B7,A7,E,E,A,A7,E,B7,A7,E,E,A7,E,B7,A7,E,E,A,A7,E,B7,A7,E,E,A7,E,B7,A7,E"
Sure To Fall In Love With You,"A,Bm,A,A,D,A,E,A,D,A,E,A,D,Bm,D,A,Bm,E,A,D,A,E,A,A,D,A,E,A,D,A,E,D,Bm,D,A,Bm,E,A,D,A,E,A"
Sun King,"E,F#m7/E,E6,Fadd2/G,C,Cmaj7,Gm7,A7,F,D7,Em7,C7,E,F#m7/E,E6,F#m7/E,E6,F#m7/E,E6,Fadd2/G,C,Cmaj7,Gm7,A7,C,Cmaj7,Gm7,A7,F,D7,F,D7,C,Em7,C7,F,F#m7/E,E6,F#m7/E,E6,F#m7/E,E6"
Strawberry Fields Forever,"C,G,Bm,Dm,Am,Am/G,F,C,Gm,Gm7,A7,C,G,Bm,Dm,Am,Am/G,F,G,C,Am,F,G,F,C,G,Bm,Dm,Am,Am/G,F,G,C,Am,F,G,F,C,C,Gm,Gm7,A7,F,A7,F,C,Am,F,C,Am,F,G,F,C"
Strawberry Fields Forever,"Em7,F#m7,Dmaj7,E,G#m,E7,Bm7,C#7,C#dim,A,Em7,F#m7,D,F#,Dmaj7,A,E,G#m,E7,Bm7,C#7,F#m,F#m7,Dmaj7,D,E7,A,F#m,D,E,D,A,Em7,C#dim,D,F#,Dmaj7,A,E,G#m,E7,Bm7,C#m7,F#m,F#m7,Dmaj7,D,E7,A,F#m,E,D,E,D,A,Em7,C#dim,D,F#,Dmaj7,A,E,G#m,E7,Bm7,C#m7,F#m,F#m7,Dmaj7,D,E7,A,F#m,E,D,E,D,A,Em7,C#dim,D,F#,Dmaj7,A,F#m,Dmaj7,A,Dmaj7,E,F#m"
Something,"F#mMaj7,A,Amaj7,A7,D,B,A,A#,B,F#m,F#mmaj7,A,D,A,Amaj7,A7,D,B,A,A#,B,F#m,F#mMaj7,A,D,F#,F#,A#,B,F#,B,F#,A,F#,A#,B,F#,B,F#,A,A,Amaj7,A7,D,B,A,A#,B,F#m,F#mMaj7,A,D"
Something,"A,Amaj7,A7,D,B7,E,F#m,F#mmaj7,F#m7,B,D,G,G#,A,A,Amaj7,A7,D,B,E,F#m,F#mmaj7,F#m7,B,D,G,G#,F#,F#,F#maj7,F#7,B,E,F#,F#,F#maj7,F#7,B,E,A,A,Amaj7,A7,D,B,E,F#m,F#mmaj7,F#m7,B,D,G,G#,A"
Some Other Guy,"A,C,D,G,D,A,D,D,G7,D,A7,D9,D,D7,D,G,D,A7,D,D9,D,A7,C,D,Dadd9"
Soldier Of Love,"C#m,E,C#m,E,C#m,F#m,E,G#m,A,B,E,G#,A,B,E,C#m,E,C#m,E,C#m,F#m,E,G#m,A,B,E,G#m,A,B,E,C#m,E,C#m,E,C#m,F#,E,E,A,E,E,A,E,E"
So How Come No One Loves Me,"G,D7,G,F,G,G,D7,G,F,G,G7,C7,G,C7,D7,G,D7,G,F,G,G,G,G,D7,G,F,C,C7,G,C7,D7,G,D7,G,F,C,G,D7,G,F,C,G,D7,G,F,C,G,F,F#,G,G9"
Slow Down,"D,D7,G,D,A,G,D,D,D7,D7,G,D,A,G,D,D,D7"
Sie Liebt Dich,
Shout,"B7,E,C#m,B7,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m"
Wait,"Em7,A,Am,Em,B7,Em,Em7,A,Am,Em,B7,Em,Em7,A,Am,Em,B7,Em,G,Cmaj7,G,Cmaj7,G,Cmaj7,G,B7,Em,G,Cmaj7,G,Cmaj7,G,Cmaj7,G,B7,Em,Em,A,D,G,Em,A,D,G,Em,B,Em7,A,Am,Em,B7,Em,Em7,A,Am,Em,B7,Em,G,Cmaj7,G,Cmaj7,G,Cmaj7,G,B7,Em,Em7,A,Am,Em,B7,Em,Em7,A,Am,Em,B7,Em"
Two Of Us,"G,Cadd9,Bm,Am7,G,Cadd9,Bm,Am7,G,G/D,Cadd9,D,Cadd9,G,G/D,Cadd9,D,Cadd9,G,G/D,Cadd9,Cadd9,G,G,Cadd9,Bm,Am7,G,Cadd9,Bm,Am7,G,G/D,Cadd9,D,Cadd9,G,G/D,Cadd9,D,Cadd9,G,G/D,Cadd9,Cadd9,G,Bb,Dm,Gm,Am,Am7,D,G,Cadd9,Bm,Am7,G,Cadd9,Bm,Am7,G,G/D,Cadd9,D,Cadd9,G,G/D,Cadd9,D,Cadd9,G,G/D,Cadd9,Cadd9,G,Bb,Dm,Gm,Am,Am7,D,G,Cadd9,Bm,Am7,G,Cadd9,Bm,Am7,G,G/D,Cadd9,D,D,Cadd9,G,G/D,Cadd9,D,D,Cadd9,G,G/D,Cadd9"
Twist And Shout,"D,G,A,A7,D,G,A,A7,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,A,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,A,A5,A5,A#5,B5,C5,C#5,D5,D9"
Too Much Monkey Business,"A,A7,D7,A,E7,D7,A,E7,A,D7,A,E7,D7,A,E7"
Too Bad About Sorrows,"A,C#m,C#m,F#m,E7,A,C#m,C#m,F#m,E7,A,C#m,F#m,E7"
Tomorrow Never Knows,"C,Bb,F,C,C,Bb,F,C,C,Bb,F,C,C,Bb,F,C,C,Bb,F,C,C,Bb,F,C,C,Bb,F,C,Bb,F,C,Bb,F,C"
Tomorrow Never Knows,C
Tommorow Never Knows,"C,C11,C,C11,C,C11,C,C11,C,C11,C,C11,C,C11,C11"
To Know Her Is To Love Her,"E,B,C#m,A,E,B,E,A,E,B,E,B,C#m,A,E,B,E,A,E,G,D,C,B7,G,E,C,B7,F#,B,E,B,C#m,A,E,B,E,A,E,G,D,C,B7,G,E,C,B7,F#,B,E,B,C#m,A,E,B,E,A,E"
Till There Was You,"F,F#dim7,Gm7,C7+9,F,F#dim7,Gm7,Bbm,F,Am,G#m,Gm7,C7+9,F,Gm7,C7+9,F,F#dim7,Gm7,Bbm,F,Am,G#m,Gm7,C7+9,F,F#dim7,Bb,Bbm,F,D,Gm7,Gmmaj7,G7,C7,C7+5,F,F#dim7,Gm7,Bbm,F,Am,G#m,Gm7,C7+9,F,Gm7,C7+9,F,F#dim7,Gm,Bbm,F,Am,G#m,Gm7,C7+9,F,Bb,Bbm,F,D,Gm7,Gmmaj7,G7,C7,C7+5,F,F#dim7,Gm7,Bbm,F,Am,G#m,Gm7,C7+9,F,C7,B7,C7,F,C#,F,Fmaj7"
Ticket To Ride,"A,Bm,E,F#m,D,F#m,Gmaj7,F#m,E,A,A,Bm,E,F#m,D,F#m,Gmaj7,F#m,E,A,D,E,D,E,A,Bm,E,F#m,D,F#m,Gmaj7,F#m,E,A,D,E,D,E,A,Bm,E,F#m,D,F#m,Gmaj7,F#m,E,A,A"
Three Cool Cats,"Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,E,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Em,D,Em,D,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Em,D,Em,D,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em,Fm,B,Em"
This Boy,"D,Dsus2,D,D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A,Em/D,Bm,Em,A,D,Bm,Em,A7,D,Bm,Em,A7,D,Bm,Em,A,Em/D,D,D7,D7,G,F#,Bm,D,D7,G,E,A,D,Bm,Em,A,D,Bm,Em,A7,D,Bm,Em,A,Em/D,Bm,Em,A,D,Bm,Em,A,D,Bm,Em,A"
Thinking Of Linking,"A,E,A,E,A,A7,D,E,A,A,E,A,E,A,A7,D,E,A"
Think For Yourself,"G,G,G,G#,Am,Dm,Bb,C,G,G#,Am,D,Bb,C,G,Am,C7,G,Eb,D,G,G,G,G#,Am,Dm,Bb,C,G,G#,Am,Dm,Bb,C,G,Am,C7,G,Eb,D,G,G,G,G#,Am,Dm,Bb,C,G,G,G#,Am,Dm,Bb,C,G,Am,C7,G,Eb,D,G,C7,G,Eb,D,C,G,Eb,D,C,G,G,G,G"
Things We Said Today,"Am,Am,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,C,C9,F,Bb,Am,Em7,Am,Am,Em7,Am,Am,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,C,C9,F,Bb,Am,Em7,Am,Am,Em7,A,A,D7,B7,E7,A,D7,B7,Bb7,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,C,C9,F,Bb,Am,Em7,Am,Am,Em7,A,A,D7,B7,E7,A,D7,B7,Bb7,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,Am,Em7,Am,C,C9,F,Bb,Am,Em7,Am,Am,Em7,Am"
Theres A Place,"E,A,E,A,E,A,E,A,E,C#m,B7,A,G#m7,A,G#m7,B7,C#m7,E,A,E,A,E,C#m7,B7,C#m7,A,B7,E,C#m7,F#7,E,G#m7,C#m7,F#7,E,G#m7,C#m7,G#m7,C#m7,E,A,E,A,E,C#m,B7,A,G#m7,A,G#m7,B7,C#m7,E,E"
The Word,"As4,Asus4,Gsus4,A7,G7,D7,D7,G7,D7,As4,A,Gs4,A,D7,D7,Cadd9,F6,G7,D7,G7,D7,As4,A,Gs4,A,D7,D7,Cadd9,F6,G7,D7,G7,D7,As4,A,Gs4,A,D7,D7,Cadd9,F6,G7,D7,G7,D7,As4,A,Gs4,A,D7,D7,Cadd9,F6,G7,D7,D7,G7,D7,As4,A,Gs4,A,D7,D7,Cadd9,F6,G7"
The Walk,"A,D,A,E,A,A,D,A,E,A,Bb,A"
